loyalty_number,segment_name,churn_probability,risk_tier,recency_months,alltime_total_flights_sum,months_inactive,churned,action,channel,timing,goal,cost_usd,est_retention_lift,action_key,clv_proxy,est_roi
444652,Dormant Members,0.00013825293963620443,Low Risk,0.0,25,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,12067.46,240.35
444661,At Risk Premium,0.9996140140838894,High Risk,21.0,8,21,1,Win-Back: 50% Bonus Miles on Next 2 Flights,Email + SMS,After 3 months inactivity,Re-activate dormant customers before permanent churn,30,0.25,winback_discount,6701.77,1645.44
444684,Seasonal Travelers,0.0001433383259224072,Low Risk,0.0,44,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,4974.8,98.5
444686,Frequent Redeemers,0.011576084974340668,Low Risk,0.0,39,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,5220.28,103.41
444748,Seasonal Travelers,0.0027919235403509415,Low Risk,0.0,47,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,2834.65,55.69
444778,Frequent Redeemers,0.0003128672098050845,Low Risk,0.0,39,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,4899.23,96.98
444786,Frequent Redeemers,0.00021466820858136347,Low Risk,0.0,40,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,9877.3,196.55
444894,Frequent Redeemers,0.00047374726996728806,Low Risk,0.0,39,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,8598.19,170.96
444904,High Value Loyalists,0.9999204248635599,High Risk,0.0,0,999,1,High-Value Customer Dedicated Account Manager Outreach,Phone + Email,Within 24h of risk detection,Protect highest-CLV customers with white-glove service,50,0.3,clv_protection,6057.07,1767.12
444931,Seasonal Travelers,0.0001339439541004061,Low Risk,0.0,53,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,5452.63,108.05
444997,Frequent Redeemers,0.0006770168986189808,Low Risk,0.0,39,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,2128.62,41.57
445008,High Value Loyalists,0.999881367647604,High Risk,0.0,0,999,1,High-Value Customer Dedicated Account Manager Outreach,Phone + Email,Within 24h of risk detection,Protect highest-CLV customers with white-glove service,50,0.3,clv_protection,5960.58,1738.17
445024,Dormant Members,0.7406226254383136,High Risk,2.0,25,2,0,High-Value Customer Dedicated Account Manager Outreach,Phone + Email,Within 24h of risk detection,Protect highest-CLV customers with white-glove service,50,0.3,clv_protection,7437.51,2181.25
445073,Frequent Redeemers,5.4440736194955665e-05,Low Risk,0.0,32,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,7488.79,148.78
445137,Frequent Redeemers,0.01323536570676008,Low Risk,0.0,36,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,12128.45,241.57
445145,Dormant Members,0.9140088807292682,High Risk,6.0,18,6,1,High-Value Customer Dedicated Account Manager Outreach,Phone + Email,Within 24h of risk detection,Protect highest-CLV customers with white-glove service,50,0.3,clv_protection,5971.0,1741.3
445146,High Value Loyalists,0.00026236172992113126,Low Risk,1.0,9,1,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,5953.35,118.07
445169,Frequent Redeemers,0.0014716604163135588,Low Risk,1.0,34,1,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,2926.89,57.54
445176,Seasonal Travelers,0.21933763268435008,Low Risk,3.0,47,3,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,10442.43,207.85
445177,Dormant Members,0.0023184780803056438,Low Risk,0.0,23,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,4434.94,87.7
445247,High Value Loyalists,0.9999029772297976,High Risk,0.0,0,999,1,High-Value Customer Dedicated Account Manager Outreach,Phone + Email,Within 24h of risk detection,Protect highest-CLV customers with white-glove service,50,0.3,clv_protection,7993.0,2347.9
445251,Frequent Redeemers,0.00884443909686906,Low Risk,2.0,36,2,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,15002.6,299.05
445282,High Value Loyalists,0.9998948907754438,High Risk,0.0,0,999,1,High-Value Customer Dedicated Account Manager Outreach,Phone + Email,Within 24h of risk detection,Protect highest-CLV customers with white-glove service,50,0.3,clv_protection,8509.02,2502.71
445338,Seasonal Travelers,0.009316552423244999,Low Risk,0.0,44,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,5733.21,113.66
445370,Frequent Redeemers,0.05036151867409445,Low Risk,2.0,37,2,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,5259.44,104.19
445418,High Value Loyalists,0.9999776240076726,High Risk,0.0,0,999,1,High-Value Customer Dedicated Account Manager Outreach,Phone + Email,Within 24h of risk detection,Protect highest-CLV customers with white-glove service,50,0.3,clv_protection,3649.66,1044.9
445427,High Value Loyalists,0.001619121205217144,Low Risk,1.0,10,1,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,9628.7,191.57
445432,Seasonal Travelers,0.014137198808042496,Low Risk,0.0,42,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,6686.13,132.72
445451,Frequent Redeemers,0.19057981320680445,Low Risk,2.0,37,2,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,5308.25,105.16
445496,Frequent Redeemers,0.010961605948467302,Low Risk,1.0,33,1,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,13046.65,259.93
445549,Frequent Redeemers,0.0003808958266217995,Low Risk,0.0,38,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,9393.97,186.88
445599,High Value Loyalists,0.9999683440925551,High Risk,0.0,0,999,1,High-Value Customer Dedicated Account Manager Outreach,Phone + Email,Within 24h of risk detection,Protect highest-CLV customers with white-glove service,50,0.3,clv_protection,15487.44,4596.23
445632,Seasonal Travelers,0.0039806800423279436,Low Risk,0.0,42,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,6271.32,124.43
445673,Seasonal Travelers,0.06514696880394695,Low Risk,0.0,46,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,6947.52,137.95
445675,Seasonal Travelers,0.025250088464212332,Low Risk,0.0,43,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,8382.48,166.65
445679,High Value Loyalists,0.9999709583823472,High Risk,0.0,0,999,1,High-Value Customer Dedicated Account Manager Outreach,Phone + Email,Within 24h of risk detection,Protect highest-CLV customers with white-glove service,50,0.3,clv_protection,2521.56,706.47
445704,Frequent Redeemers,0.037570611172155245,Low Risk,0.0,37,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,15320.37,305.41
445746,Frequent Redeemers,0.46656104053342545,Medium Risk,5.0,36,5,0,Expiring Points Reminder + Bonus Redemption Offer,Email,60 days before expiry,Drive redemption activity and re-engagement,5,0.12,expiring_points,2764.02,326.68
445783,High Value Loyalists,0.9998931540575366,High Risk,0.0,0,999,1,High-Value Customer Dedicated Account Manager Outreach,Phone + Email,Within 24h of risk detection,Protect highest-CLV customers with white-glove service,50,0.3,clv_protection,14536.79,4311.04
445839,Dormant Members,0.005490533309957575,Low Risk,0.0,26,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,3755.81,74.12
445867,Frequent Redeemers,0.012540235980209665,Low Risk,2.0,38,2,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,4836.39,95.73
445879,Seasonal Travelers,0.4134611945443066,Medium Risk,3.0,44,3,0,Seasonal Travel Offer (targeted destination discount),Email + App Push,4-6 weeks before typical travel season,Capture seasonal travel intent early,20,0.16,seasonal_offer,12101.21,1916.19
445915,High Value Loyalists,3.5575484332709285e-05,Low Risk,0.0,7,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,10484.92,208.7
446096,High Value Loyalists,0.0050385216787092145,Low Risk,1.0,3,1,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,9575.76,190.52
446135,High Value Loyalists,0.9999832340061502,High Risk,0.0,0,999,1,High-Value Customer Dedicated Account Manager Outreach,Phone + Email,Within 24h of risk detection,Protect highest-CLV customers with white-glove service,50,0.3,clv_protection,3299.34,939.8
446171,Seasonal Travelers,0.08293999764993178,Low Risk,0.0,45,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,2683.47,52.67
446302,Frequent Redeemers,0.07837664219391337,Low Risk,0.0,36,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,6514.95,129.3
446315,Dormant Members,0.7104866052147557,High Risk,8.0,29,8,1,High-Value Customer Dedicated Account Manager Outreach,Phone + Email,Within 24h of risk detection,Protect highest-CLV customers with white-glove service,50,0.3,clv_protection,5013.14,1453.94
446352,Frequent Redeemers,0.2248870399178737,Low Risk,2.0,34,2,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,2538.63,49.77
446403,Frequent Redeemers,7.910875690499624e-05,Low Risk,0.0,40,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,3196.58,62.93
446662,High Value Loyalists,0.9999753589449263,High Risk,0.0,0,999,1,High-Value Customer Dedicated Account Manager Outreach,Phone + Email,Within 24h of risk detection,Protect highest-CLV customers with white-glove service,50,0.3,clv_protection,7046.48,2063.94
446712,Seasonal Travelers,0.00655227214729362,Low Risk,0.0,44,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,2647.2,51.94
446886,At Risk Premium,0.9710244565262321,High Risk,10.0,23,10,1,Win-Back: 50% Bonus Miles on Next 2 Flights,Email + SMS,After 3 months inactivity,Re-activate dormant customers before permanent churn,30,0.25,winback_discount,5670.13,1387.53
446968,High Value Loyalists,0.9999421510784303,High Risk,0.0,0,999,1,High-Value Customer Dedicated Account Manager Outreach,Phone + Email,Within 24h of risk detection,Protect highest-CLV customers with white-glove service,50,0.3,clv_protection,4623.62,1337.09
446988,Dormant Members,0.06210941515856411,Low Risk,2.0,28,2,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,2537.81,49.76
446991,Seasonal Travelers,0.07299370687420599,Low Risk,0.0,40,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,7933.82,157.68
447092,Frequent Redeemers,0.0020257822228091473,Low Risk,0.0,40,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,6715.34,133.31
447275,Seasonal Travelers,0.014442583737103757,Low Risk,1.0,49,1,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,5116.62,101.33
447387,Seasonal Travelers,0.16278545183552415,Low Risk,1.0,52,1,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,18677.85,372.56
447401,Dormant Members,0.25071433358523865,Low Risk,1.0,30,1,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,7505.77,149.12
447439,At Risk Premium,0.9888508056235458,High Risk,11.0,23,11,1,Win-Back: 50% Bonus Miles on Next 2 Flights,Email + SMS,After 3 months inactivity,Re-activate dormant customers before permanent churn,30,0.25,winback_discount,12947.68,3206.92
447470,Dormant Members,0.41505076387111156,Medium Risk,3.0,32,3,0,Win-Back: 50% Bonus Miles on Next 2 Flights,Email + SMS,After 3 months inactivity,Re-activate dormant customers before permanent churn,30,0.25,winback_discount,4103.85,995.96
447544,Frequent Redeemers,0.013024852866490567,Low Risk,0.0,29,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,5476.53,108.53
447647,Seasonal Travelers,0.00031465002451309065,Low Risk,0.0,40,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,5981.38,118.63
447675,Frequent Redeemers,0.007183293190519251,Low Risk,0.0,44,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,18704.85,373.1
447771,Frequent Redeemers,0.0015676915313059374,Low Risk,0.0,34,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,39769.56,794.39
447796,Frequent Redeemers,0.0007223679844235626,Low Risk,0.0,30,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,2530.81,49.62
447804,At Risk Premium,0.8492236106736613,High Risk,10.0,27,10,1,Win-Back: 50% Bonus Miles on Next 2 Flights,Email + SMS,After 3 months inactivity,Re-activate dormant customers before permanent churn,30,0.25,winback_discount,4177.7,1014.42
447925,Frequent Redeemers,0.013631195528477654,Low Risk,2.0,31,2,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,3061.05,60.22
447943,Dormant Members,0.012082423165150138,Low Risk,1.0,27,1,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,6342.47,125.85
447962,Seasonal Travelers,0.08379475484869103,Low Risk,1.0,45,1,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,5285.92,104.72
448136,Seasonal Travelers,0.0007686261537965891,Low Risk,0.0,52,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,6503.4,129.07
448142,Dormant Members,0.8662908572104712,High Risk,4.0,17,4,0,High-Value Customer Dedicated Account Manager Outreach,Phone + Email,Within 24h of risk detection,Protect highest-CLV customers with white-glove service,50,0.3,clv_protection,5780.18,1684.05
448147,Dormant Members,0.07977636949350052,Low Risk,2.0,27,2,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,5426.14,107.52
448273,Frequent Redeemers,0.0011962595745913592,Low Risk,0.0,30,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,17738.2,353.76
448354,Seasonal Travelers,0.008694891291658652,Low Risk,1.0,56,1,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,2521.68,49.43
448483,High Value Loyalists,0.9998999325667942,High Risk,0.0,0,999,1,High-Value Customer Dedicated Account Manager Outreach,Phone + Email,Within 24h of risk detection,Protect highest-CLV customers with white-glove service,50,0.3,clv_protection,4823.56,1397.07
448577,Dormant Members,0.02728188796057621,Low Risk,1.0,24,1,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,4210.1,83.2
448654,Frequent Redeemers,0.02254722475300075,Low Risk,1.0,35,1,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,3427.15,67.54
448751,High Value Loyalists,0.9999102429634168,High Risk,0.0,0,999,1,High-Value Customer Dedicated Account Manager Outreach,Phone + Email,Within 24h of risk detection,Protect highest-CLV customers with white-glove service,50,0.3,clv_protection,24980.23,7444.07
448774,Frequent Redeemers,0.003794899630032527,Low Risk,1.0,35,1,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,4127.5,81.55
448812,Frequent Redeemers,0.01097437820328952,Low Risk,1.0,38,1,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,24143.88,481.88
448823,At Risk Premium,0.9979937601726768,High Risk,15.0,14,15,1,Win-Back: 50% Bonus Miles on Next 2 Flights,Email + SMS,After 3 months inactivity,Re-activate dormant customers before permanent churn,30,0.25,winback_discount,7901.7,1945.42
448896,Frequent Redeemers,0.003552661211373548,Low Risk,0.0,37,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,5838.9,115.78
448912,Frequent Redeemers,0.001624131362283135,Low Risk,0.0,42,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,2593.4,50.87
449046,Seasonal Travelers,0.012830697345453182,Low Risk,2.0,43,2,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,2616.61,51.33
449084,Seasonal Travelers,0.004259174957838222,Low Risk,1.0,50,1,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,6897.51,136.95
449223,Dormant Members,0.9928828633382528,High Risk,3.0,32,3,0,High-Value Customer Dedicated Account Manager Outreach,Phone + Email,Within 24h of risk detection,Protect highest-CLV customers with white-glove service,50,0.3,clv_protection,8176.58,2402.97
449417,Frequent Redeemers,9.751903635852329e-05,Low Risk,0.0,41,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,3683.47,72.67
449441,Seasonal Travelers,0.8652136107103526,High Risk,0.0,56,0,0,High-Value Customer Dedicated Account Manager Outreach,Phone + Email,Within 24h of risk detection,Protect highest-CLV customers with white-glove service,50,0.3,clv_protection,7142.55,2092.76
449530,Dormant Members,0.23978652183722568,Low Risk,2.0,21,2,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,2275.36,44.51
449555,Dormant Members,0.003457442703282214,Low Risk,0.0,29,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,19160.99,382.22
449654,Seasonal Travelers,0.014427387615999359,Low Risk,1.0,44,1,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,4927.07,97.54
449843,Seasonal Travelers,0.00026670909347460383,Low Risk,0.0,48,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,11814.53,235.29
449858,Seasonal Travelers,0.00016038341558198,Low Risk,0.0,50,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,7350.93,146.02
450125,High Value Loyalists,0.9999207820065649,High Risk,0.0,0,999,1,High-Value Customer Dedicated Account Manager Outreach,Phone + Email,Within 24h of risk detection,Protect highest-CLV customers with white-glove service,50,0.3,clv_protection,17429.88,5178.96
450150,Dormant Members,0.14835730430538238,Low Risk,2.0,17,2,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,4078.02,80.56
450205,Frequent Redeemers,0.002125387126413795,Low Risk,0.0,28,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,3872.22,76.44
450323,Dormant Members,0.03773464138454436,Low Risk,0.0,29,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,3059.06,60.18
450417,High Value Loyalists,0.001087313214070604,Low Risk,0.0,11,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,2478.24,48.56
450621,Dormant Members,0.0023515254771434187,Low Risk,1.0,24,1,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,4296.6,84.93
450665,Frequent Redeemers,0.008345221245023248,Low Risk,1.0,33,1,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,26843.12,535.86
450698,Frequent Redeemers,0.07298692996719357,Low Risk,0.0,31,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,5131.36,101.63
450735,Frequent Redeemers,0.8868177431325287,High Risk,2.0,33,2,1,High-Value Customer Dedicated Account Manager Outreach,Phone + Email,Within 24h of risk detection,Protect highest-CLV customers with white-glove service,50,0.3,clv_protection,5450.57,1585.17
450802,High Value Loyalists,0.00032424785507882686,Low Risk,0.0,4,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,5595.39,110.91
450865,Seasonal Travelers,0.0008715613829450783,Low Risk,0.0,48,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,2565.12,50.3
450888,Frequent Redeemers,0.07235853207224817,Low Risk,2.0,30,2,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,6158.85,122.18
450896,Frequent Redeemers,0.03693142627174971,Low Risk,1.0,36,1,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,2613.02,51.26
450979,Frequent Redeemers,0.00064134240326083,Low Risk,0.0,33,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,4541.26,89.83
450987,At Risk Premium,0.9992620410668451,High Risk,22.0,4,22,1,Win-Back: 50% Bonus Miles on Next 2 Flights,Email + SMS,After 3 months inactivity,Re-activate dormant customers before permanent churn,30,0.25,winback_discount,6005.21,1471.3
450995,Frequent Redeemers,0.7006039060913376,High Risk,1.0,36,1,0,High-Value Customer Dedicated Account Manager Outreach,Phone + Email,Within 24h of risk detection,Protect highest-CLV customers with white-glove service,50,0.3,clv_protection,7164.01,2099.2
451042,High Value Loyalists,0.9999616661973161,High Risk,0.0,0,999,1,High-Value Customer Dedicated Account Manager Outreach,Phone + Email,Within 24h of risk detection,Protect highest-CLV customers with white-glove service,50,0.3,clv_protection,4711.04,1363.31
451080,High Value Loyalists,0.0001949394177607848,Low Risk,0.0,4,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,2241.11,43.82
451183,At Risk Premium,0.9982325773944121,High Risk,15.0,9,15,1,Win-Back: 50% Bonus Miles on Next 2 Flights,Email + SMS,After 3 months inactivity,Re-activate dormant customers before permanent churn,30,0.25,winback_discount,6766.56,1661.64
451226,Seasonal Travelers,0.007466790683323356,Low Risk,0.0,48,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,8662.05,172.24
451240,Seasonal Travelers,0.0033013314017179825,Low Risk,1.0,43,1,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,5522.52,109.45
451391,Frequent Redeemers,0.0008373858886487145,Low Risk,0.0,36,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,5267.85,104.36
451425,Dormant Members,0.08291501200293272,Low Risk,2.0,29,2,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,2578.27,50.57
451446,Frequent Redeemers,0.0003862688320519017,Low Risk,0.0,41,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,5645.51,111.91
451448,High Value Loyalists,0.9997858588301095,High Risk,0.0,0,999,1,High-Value Customer Dedicated Account Manager Outreach,Phone + Email,Within 24h of risk detection,Protect highest-CLV customers with white-glove service,50,0.3,clv_protection,8196.08,2408.82
451469,Frequent Redeemers,0.1506626222557204,Low Risk,1.0,43,1,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,5568.66,110.37
451528,Frequent Redeemers,0.9567764062921849,High Risk,0.0,31,0,0,High-Value Customer Dedicated Account Manager Outreach,Phone + Email,Within 24h of risk detection,Protect highest-CLV customers with white-glove service,50,0.3,clv_protection,5182.46,1504.74
451711,Dormant Members,0.1092022384383636,Low Risk,2.0,23,2,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,3681.98,72.64
451740,Dormant Members,0.0012407222700585804,Low Risk,0.0,21,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,2802.62,55.05
451819,Dormant Members,0.17032327121685126,Low Risk,4.0,28,4,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,5570.18,110.4
451839,High Value Loyalists,2.9536379271175643e-05,Low Risk,0.0,8,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,5418.73,107.37
451886,Frequent Redeemers,0.0015583379725606574,Low Risk,0.0,33,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,5245.68,103.91
451961,High Value Loyalists,0.9998593048784109,High Risk,0.0,0,999,1,High-Value Customer Dedicated Account Manager Outreach,Phone + Email,Within 24h of risk detection,Protect highest-CLV customers with white-glove service,50,0.3,clv_protection,15328.46,4548.54
452150,High Value Loyalists,0.999954293398163,High Risk,0.0,0,999,1,High-Value Customer Dedicated Account Manager Outreach,Phone + Email,Within 24h of risk detection,Protect highest-CLV customers with white-glove service,50,0.3,clv_protection,5931.28,1729.38
452208,Frequent Redeemers,0.015528921694899472,Low Risk,0.0,33,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,8295.98,164.92
452279,At Risk Premium,0.993528867233483,High Risk,13.0,15,13,1,Win-Back: 50% Bonus Miles on Next 2 Flights,Email + SMS,After 3 months inactivity,Re-activate dormant customers before permanent churn,30,0.25,winback_discount,6893.17,1693.29
452282,Seasonal Travelers,0.05739193540591134,Low Risk,2.0,44,2,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,7324.93,145.5
452342,Frequent Redeemers,0.006870796757034069,Low Risk,0.0,37,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,20635.08,411.7
452417,Seasonal Travelers,0.04432709577571283,Low Risk,2.0,48,2,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,6457.56,128.15
452439,Dormant Members,0.0014192316997918234,Low Risk,0.0,31,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,6032.74,119.65
452459,At Risk Premium,0.9662973704793184,High Risk,10.0,23,10,1,Win-Back: 50% Bonus Miles on Next 2 Flights,Email + SMS,After 3 months inactivity,Re-activate dormant customers before permanent churn,30,0.25,winback_discount,8293.48,2043.37
452464,Frequent Redeemers,0.00280791213778269,Low Risk,2.0,33,2,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,8254.7,164.09
452530,Seasonal Travelers,0.0042327225019031835,Low Risk,0.0,49,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,2444.62,47.89
452684,At Risk Premium,0.9605006397786237,High Risk,9.0,8,9,1,High-Value Customer Dedicated Account Manager Outreach,Phone + Email,Within 24h of risk detection,Protect highest-CLV customers with white-glove service,50,0.3,clv_protection,6707.99,1962.4
452725,Frequent Redeemers,0.011016401504882459,Low Risk,0.0,35,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,4940.12,97.8
452873,Frequent Redeemers,0.014611412289690342,Low Risk,0.0,34,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,2886.45,56.73
