loyalty_number,segment_id,segment_name,recency,frequency,monetary,R_score,F_score,M_score,RFM_score
618877,2,High Value Loyalists,1.0,6,5301.0,5,5,5,15
618886,1,Frequent Redeemers,2.0,38,50240.0,4,3,4,11
619141,0,At Risk Premium,16.0,20,37655.0,4,2,2,8
619268,1,Frequent Redeemers,0.0,42,59763.0,5,3,3,11
619337,2,High Value Loyalists,0.0,12,14490.0,5,5,5,15
619404,3,Dormant Members,3.0,32,38174.0,4,4,2,10
619483,1,Frequent Redeemers,0.0,39,50602.0,5,3,4,12
619537,1,Frequent Redeemers,0.0,36,48496.0,5,4,4,13
619548,1,Frequent Redeemers,2.0,39,58043.0,4,3,3,10
619596,3,Dormant Members,6.0,10,15769.0,4,5,5,14
619693,1,Frequent Redeemers,0.0,37,52933.0,5,3,4,12
619826,1,Frequent Redeemers,0.0,36,49315.0,5,4,4,13
619840,1,Frequent Redeemers,0.0,39,57092.0,5,3,3,11
619916,3,Dormant Members,0.0,27,39348.0,5,2,2,9
619920,4,Seasonal Travelers,0.0,58,90160.0,5,1,1,7
620078,1,Frequent Redeemers,0.0,36,53400.0,5,4,4,13
620084,3,Dormant Members,0.0,20,35911.0,5,2,2,9
620094,1,Frequent Redeemers,1.0,48,52778.0,5,1,4,10
620122,4,Seasonal Travelers,0.0,41,68523.0,5,3,1,9
620406,1,Frequent Redeemers,1.0,31,48489.0,5,4,4,13
620446,1,Frequent Redeemers,0.0,37,62703.0,5,3,3,11
620465,4,Seasonal Travelers,1.0,45,76983.0,5,1,1,7
620480,1,Frequent Redeemers,2.0,35,52745.0,4,4,4,12
620563,1,Frequent Redeemers,1.0,38,48908.0,5,3,4,12
620584,3,Dormant Members,2.0,28,46056.0,4,2,4,10
620587,2,High Value Loyalists,0.0,0,0.0,5,5,5,15
620674,2,High Value Loyalists,1.0,2,4472.0,5,5,5,15
620741,3,Dormant Members,1.0,25,42022.0,5,2,2,9
620792,0,At Risk Premium,18.0,11,20218.0,4,5,2,11
620858,4,Seasonal Travelers,1.0,43,68675.0,5,3,1,9
620969,2,High Value Loyalists,0.0,12,17455.0,5,5,5,15
620990,3,Dormant Members,0.0,22,34743.0,5,2,2,9
621006,4,Seasonal Travelers,2.0,47,80732.0,4,1,1,6
621072,1,Frequent Redeemers,0.0,29,53655.0,5,2,4,11
621093,4,Seasonal Travelers,0.0,49,75428.0,5,1,1,7
621180,1,Frequent Redeemers,0.0,28,44559.0,5,2,4,11
621190,1,Frequent Redeemers,1.0,42,60448.0,5,3,3,11
621218,4,Seasonal Travelers,0.0,49,66433.0,5,1,1,7
621279,3,Dormant Members,0.0,23,31939.0,5,2,2,9
621583,4,Seasonal Travelers,2.0,43,65620.0,4,3,1,8
621695,4,Seasonal Travelers,0.0,46,69201.0,5,1,1,7
621731,1,Frequent Redeemers,1.0,28,46315.0,5,2,4,11
621750,1,Frequent Redeemers,0.0,36,55771.0,5,4,3,12
621814,4,Seasonal Travelers,4.0,41,67475.0,4,3,1,8
621823,3,Dormant Members,0.0,19,16724.0,5,2,5,12
621832,1,Frequent Redeemers,1.0,36,45610.0,5,4,4,13
621876,1,Frequent Redeemers,2.0,42,61586.0,4,3,3,10
621940,3,Dormant Members,3.0,14,18708.0,4,2,5,11
621951,4,Seasonal Travelers,0.0,39,67055.0,5,3,1,9
622006,1,Frequent Redeemers,1.0,43,59999.0,5,3,3,11
622019,1,Frequent Redeemers,0.0,39,53922.0,5,3,4,12
622036,2,High Value Loyalists,3.0,8,14509.0,4,5,5,14
622171,2,High Value Loyalists,5.0,5,6295.0,4,5,5,14
622269,2,High Value Loyalists,0.0,0,0.0,5,5,5,15
622302,2,High Value Loyalists,0.0,9,12854.0,5,5,5,15
622324,3,Dormant Members,0.0,31,38618.0,5,4,2,11
622334,3,Dormant Members,0.0,33,33846.0,5,4,2,11
622527,4,Seasonal Travelers,0.0,47,71170.0,5,1,1,7
622610,3,Dormant Members,0.0,25,33841.0,5,2,2,9
622632,2,High Value Loyalists,0.0,0,0.0,5,5,5,15
622697,3,Dormant Members,1.0,26,43599.0,5,2,4,11
622776,3,Dormant Members,1.0,22,36944.0,5,2,2,9
622794,2,High Value Loyalists,0.0,1,2245.0,5,5,5,15
622801,2,High Value Loyalists,0.0,0,0.0,5,5,5,15
622822,2,High Value Loyalists,1.0,11,16979.0,5,5,5,15
622883,4,Seasonal Travelers,1.0,42,62308.0,5,3,3,11
622906,4,Seasonal Travelers,1.0,41,66307.0,5,3,1,9
622953,2,High Value Loyalists,0.0,0,0.0,5,5,5,15
622975,1,Frequent Redeemers,2.0,36,58264.0,4,4,3,11
622992,2,High Value Loyalists,0.0,0,0.0,5,5,5,15
623008,3,Dormant Members,0.0,14,22900.0,5,2,2,9
623071,3,Dormant Members,0.0,23,45470.0,5,2,4,11
623144,4,Seasonal Travelers,1.0,44,77053.0,5,1,1,7
623154,0,At Risk Premium,20.0,11,16302.0,4,5,5,14
623222,3,Dormant Members,5.0,33,43159.0,4,4,4,12
623327,3,Dormant Members,0.0,24,39649.0,5,2,2,9
623341,2,High Value Loyalists,0.0,0,0.0,5,5,5,15
623478,3,Dormant Members,0.0,19,28612.0,5,2,2,9
623537,1,Frequent Redeemers,2.0,39,59712.0,4,3,3,10
623569,3,Dormant Members,0.0,35,31427.0,5,4,2,11
623654,3,Dormant Members,6.0,14,23389.0,4,2,2,8
623688,4,Seasonal Travelers,1.0,54,86566.0,5,1,1,7
623861,3,Dormant Members,1.0,27,45168.0,5,2,4,11
623903,1,Frequent Redeemers,0.0,38,67091.0,5,3,1,9
623946,2,High Value Loyalists,0.0,4,6372.0,5,5,5,15
624065,3,Dormant Members,0.0,27,37123.0,5,2,2,9
624216,4,Seasonal Travelers,1.0,45,68719.0,5,1,1,7
624407,4,Seasonal Travelers,0.0,44,64032.0,5,1,3,9
624463,1,Frequent Redeemers,1.0,37,61237.0,5,3,3,11
624485,2,High Value Loyalists,0.0,0,0.0,5,5,5,15
624487,1,Frequent Redeemers,0.0,37,52941.0,5,3,4,12
624528,2,High Value Loyalists,0.0,0,0.0,5,5,5,15
624569,1,Frequent Redeemers,2.0,33,62227.5,4,4,3,11
624621,3,Dormant Members,1.0,13,23099.0,5,5,2,12
624704,3,Dormant Members,1.0,16,30611.0,5,2,2,9
624881,3,Dormant Members,0.0,31,36510.0,5,4,2,11
624929,4,Seasonal Travelers,0.0,50,74109.0,5,1,1,7
624935,4,Seasonal Travelers,0.0,41,64239.0,5,3,3,11
624980,4,Seasonal Travelers,0.0,41,69088.0,5,3,1,9
625033,1,Frequent Redeemers,0.0,40,57981.0,5,3,3,11
625123,1,Frequent Redeemers,0.0,35,53408.0,5,4,4,13
625183,1,Frequent Redeemers,0.0,36,50033.0,5,4,4,13
625318,2,High Value Loyalists,0.0,9,14680.0,5,5,5,15
625320,4,Seasonal Travelers,0.0,56,86184.0,5,1,1,7
625434,4,Seasonal Travelers,1.0,46,66341.0,5,1,1,7
625451,1,Frequent Redeemers,1.0,32,41134.0,5,4,2,11
625458,1,Frequent Redeemers,1.0,32,47562.0,5,4,4,13
625497,4,Seasonal Travelers,0.0,43,72001.0,5,3,1,9
625524,3,Dormant Members,1.0,26,45954.0,5,2,4,11
625557,1,Frequent Redeemers,0.0,40,64281.0,5,3,3,11
625599,4,Seasonal Travelers,3.0,40,71066.0,4,3,1,8
625621,1,Frequent Redeemers,1.0,37,50989.0,5,3,4,12
625784,1,Frequent Redeemers,0.0,32,54651.0,5,4,3,12
625859,1,Frequent Redeemers,0.0,35,61746.0,5,4,3,12
625870,4,Seasonal Travelers,0.0,45,63589.0,5,1,3,9
625945,1,Frequent Redeemers,0.0,37,53727.0,5,3,4,12
626030,1,Frequent Redeemers,1.0,35,58711.0,5,4,3,12
626046,2,High Value Loyalists,2.0,7,13343.0,4,5,5,14
626068,2,High Value Loyalists,2.0,4,8216.0,4,5,5,14
626070,2,High Value Loyalists,0.0,0,0.0,5,5,5,15
626149,4,Seasonal Travelers,1.0,54,79990.0,5,1,1,7
626211,3,Dormant Members,1.0,31,40572.0,5,4,2,11
626217,2,High Value Loyalists,0.0,0,0.0,5,5,5,15
626312,2,High Value Loyalists,0.0,0,0.0,5,5,5,15
626326,2,High Value Loyalists,0.0,0,0.0,5,5,5,15
626474,4,Seasonal Travelers,1.0,46,69108.0,5,1,1,7
626510,2,High Value Loyalists,0.0,0,0.0,5,5,5,15
626542,1,Frequent Redeemers,0.0,35,49252.0,5,4,4,13
626560,1,Frequent Redeemers,0.0,32,58116.0,5,4,3,12
626664,4,Seasonal Travelers,0.0,42,70094.0,5,3,1,9
626746,3,Dormant Members,0.0,28,38452.0,5,2,2,9
626762,1,Frequent Redeemers,0.0,29,44902.0,5,2,4,11
626767,3,Dormant Members,0.0,19,26373.0,5,2,2,9
626973,1,Frequent Redeemers,0.0,37,53853.0,5,3,4,12
627107,0,At Risk Premium,23.0,3,6057.0,4,5,5,14
627191,0,At Risk Premium,18.0,14,16462.0,4,2,5,11
627244,2,High Value Loyalists,0.0,0,0.0,5,5,5,15
627354,4,Seasonal Travelers,0.0,48,67544.0,5,1,1,7
627373,2,High Value Loyalists,0.0,3,4417.0,5,5,5,15
627428,4,Seasonal Travelers,1.0,48,64653.0,5,1,3,9
627485,4,Seasonal Travelers,1.0,53,78965.0,5,1,1,7
627489,4,Seasonal Travelers,0.0,42,63928.0,5,3,3,11
627502,2,High Value Loyalists,2.0,8,15783.0,4,5,5,14
627568,0,At Risk Premium,19.0,7,10174.0,4,5,5,14
627670,4,Seasonal Travelers,0.0,43,60744.0,5,3,3,11
627778,3,Dormant Members,0.0,20,35881.0,5,2,2,9
627791,1,Frequent Redeemers,0.0,31,53663.0,5,4,4,13
627826,1,Frequent Redeemers,0.0,28,44495.0,5,2,4,11
627869,2,High Value Loyalists,0.0,0,0.0,5,5,5,15
627893,1,Frequent Redeemers,1.0,36,58573.0,5,4,3,12
627913,2,High Value Loyalists,0.0,0,0.0,5,5,5,15
627915,1,Frequent Redeemers,0.0,38,58588.0,5,3,3,11
627970,1,Frequent Redeemers,0.0,32,50463.0,5,4,4,13
628017,1,Frequent Redeemers,0.0,36,60691.0,5,4,3,12
628081,1,Frequent Redeemers,1.0,31,52869.0,5,4,4,13
628096,4,Seasonal Travelers,0.0,49,74463.0,5,1,1,7
628130,1,Frequent Redeemers,1.0,39,54314.0,5,3,3,11
628169,4,Seasonal Travelers,0.0,54,92055.0,5,1,1,7
628180,1,Frequent Redeemers,0.0,35,54724.0,5,4,3,12
628211,4,Seasonal Travelers,3.0,57,82775.0,4,1,1,6
628258,4,Seasonal Travelers,0.0,53,87293.0,5,1,1,7
628320,1,Frequent Redeemers,2.0,37,58786.0,4,3,3,10
628409,4,Seasonal Travelers,1.0,39,69625.0,5,3,1,9
628431,1,Frequent Redeemers,0.0,35,59185.0,5,4,3,12
628452,2,High Value Loyalists,0.0,0,0.0,5,5,5,15
628475,4,Seasonal Travelers,1.0,49,68036.0,5,1,1,7
628533,1,Frequent Redeemers,1.0,36,53255.0,5,4,4,13
628578,4,Seasonal Travelers,0.0,47,70347.0,5,1,1,7
628596,1,Frequent Redeemers,0.0,39,55538.0,5,3,3,11
628618,4,Seasonal Travelers,0.0,50,80357.0,5,1,1,7
628669,1,Frequent Redeemers,1.0,32,49066.0,5,4,4,13
628837,2,High Value Loyalists,0.0,1,870.0,5,5,5,15
628840,2,High Value Loyalists,0.0,12,17552.0,5,5,5,15
628844,3,Dormant Members,0.0,28,41506.0,5,2,2,9
628860,4,Seasonal Travelers,0.0,45,70276.0,5,1,1,7
628917,3,Dormant Members,1.0,25,36015.0,5,2,2,9
628924,1,Frequent Redeemers,0.0,45,56123.0,5,1,3,9
628952,1,Frequent Redeemers,0.0,31,48306.0,5,4,4,13
629177,3,Dormant Members,0.0,32,37656.0,5,4,2,11
629267,2,High Value Loyalists,0.0,0,0.0,5,5,5,15
629299,3,Dormant Members,0.0,23,40634.0,5,2,2,9
629341,2,High Value Loyalists,0.0,0,0.0,5,5,5,15
629394,1,Frequent Redeemers,0.0,30,52695.0,5,4,4,13
629410,1,Frequent Redeemers,0.0,35,50430.0,5,4,4,13
629642,1,Frequent Redeemers,0.0,38,53540.0,5,3,4,12
629706,1,Frequent Redeemers,1.0,38,66140.0,5,3,1,9
629753,4,Seasonal Travelers,0.0,43,77781.0,5,3,1,9
629966,2,High Value Loyalists,0.0,7,6497.0,5,5,5,15
629995,2,High Value Loyalists,0.0,5,8242.0,5,5,5,15
630034,1,Frequent Redeemers,0.0,29,51102.0,5,2,4,11
630071,1,Frequent Redeemers,2.0,38,64704.0,4,3,3,10
630209,3,Dormant Members,3.0,19,30341.0,4,2,2,8
630265,1,Frequent Redeemers,0.0,42,58175.0,5,3,3,11
630290,0,At Risk Premium,15.0,13,18178.0,4,5,5,14
630320,4,Seasonal Travelers,0.0,50,87384.0,5,1,1,7
630338,1,Frequent Redeemers,0.0,40,50698.0,5,3,4,12
630396,4,Seasonal Travelers,0.0,49,69066.0,5,1,1,7
630588,4,Seasonal Travelers,0.0,51,90358.0,5,1,1,7
630694,0,At Risk Premium,21.0,5,6546.0,4,5,5,14
630711,1,Frequent Redeemers,2.0,30,55539.0,4,4,3,11
630869,1,Frequent Redeemers,2.0,40,55580.0,4,3,3,10
630880,3,Dormant Members,2.0,20,29466.0,4,2,2,8
630920,1,Frequent Redeemers,1.0,31,51370.5,5,4,4,13
631051,1,Frequent Redeemers,0.0,34,40366.0,5,4,2,11
631070,1,Frequent Redeemers,3.0,30,52656.0,4,4,4,12
631100,2,High Value Loyalists,0.0,4,4432.0,5,5,5,15
631200,3,Dormant Members,5.0,22,35957.0,4,2,2,8
631232,2,High Value Loyalists,0.0,0,0.0,5,5,5,15
631369,2,High Value Loyalists,0.0,0,0.0,5,5,5,15
631379,4,Seasonal Travelers,0.0,50,67855.0,5,1,1,7
631406,3,Dormant Members,2.0,31,39892.0,4,4,2,10
631442,2,High Value Loyalists,0.0,0,0.0,5,5,5,15
631543,4,Seasonal Travelers,0.0,54,76085.0,5,1,1,7
631557,1,Frequent Redeemers,0.0,32,49329.0,5,4,4,13
631583,1,Frequent Redeemers,0.0,33,56277.0,5,4,3,12
631661,1,Frequent Redeemers,2.0,33,43871.0,4,4,4,12
631683,1,Frequent Redeemers,1.0,38,50358.0,5,3,4,12
631704,4,Seasonal Travelers,0.0,62,97446.0,5,1,1,7
631714,2,High Value Loyalists,0.0,0,0.0,5,5,5,15
631801,1,Frequent Redeemers,0.0,37,65905.5,5,3,1,9
631821,1,Frequent Redeemers,0.0,29,54832.0,5,2,3,10
631839,1,Frequent Redeemers,0.0,39,46849.0,5,3,4,12
631853,4,Seasonal Travelers,0.0,64,93032.0,5,1,1,7
631854,1,Frequent Redeemers,1.0,38,63187.0,5,3,3,11
631869,1,Frequent Redeemers,0.0,37,63397.0,5,3,3,11
632097,1,Frequent Redeemers,0.0,39,58889.0,5,3,3,11
632103,1,Frequent Redeemers,0.0,30,45670.0,5,4,4,13
632130,4,Seasonal Travelers,1.0,49,77331.0,5,1,1,7
632199,4,Seasonal Travelers,0.0,56,80884.0,5,1,1,7
632352,4,Seasonal Travelers,0.0,40,64459.0,5,3,3,11
632398,1,Frequent Redeemers,1.0,43,55982.0,5,3,3,11
632399,1,Frequent Redeemers,2.0,35,57889.0,4,4,3,11
632435,1,Frequent Redeemers,0.0,30,42755.0,5,4,2,11
632515,4,Seasonal Travelers,0.0,42,64293.0,5,3,3,11
632556,4,Seasonal Travelers,0.0,41,71361.0,5,3,1,9
632638,4,Seasonal Travelers,0.0,52,86111.0,5,1,1,7
632720,4,Seasonal Travelers,0.0,53,80078.0,5,1,1,7
632793,1,Frequent Redeemers,0.0,33,39155.0,5,4,2,11
632816,2,High Value Loyalists,0.0,0,0.0,5,5,5,15
632826,4,Seasonal Travelers,0.0,42,62966.0,5,3,3,11
632951,2,High Value Loyalists,0.0,9,12355.0,5,5,5,15
632974,3,Dormant Members,0.0,12,22866.0,5,5,2,12
632981,1,Frequent Redeemers,0.0,30,42149.0,5,4,2,11
633067,2,High Value Loyalists,0.0,0,0.0,5,5,5,15
633135,1,Frequent Redeemers,0.0,32,55154.0,5,4,3,12
633140,4,Seasonal Travelers,2.0,52,87285.0,4,1,1,6
633162,2,High Value Loyalists,0.0,0,0.0,5,5,5,15
633202,4,Seasonal Travelers,1.0,44,77583.0,5,1,1,7
633299,1,Frequent Redeemers,0.0,32,54049.0,5,4,3,12
633330,3,Dormant Members,1.0,29,38331.0,5,2,2,9
633332,2,High Value Loyalists,2.0,5,8909.0,4,5,5,14
633339,2,High Value Loyalists,0.0,0,0.0,5,5,5,15
633458,1,Frequent Redeemers,0.0,32,47369.0,5,4,4,13
633490,2,High Value Loyalists,0.0,0,0.0,5,5,5,15
633627,3,Dormant Members,1.0,24,23579.0,5,2,2,9
633631,1,Frequent Redeemers,1.0,31,46669.0,5,4,4,13
633640,4,Seasonal Travelers,0.0,61,91425.0,5,1,1,7
633734,0,At Risk Premium,9.0,17,27282.0,4,2,2,8
633749,1,Frequent Redeemers,1.0,31,45607.0,5,4,4,13
633787,1,Frequent Redeemers,0.0,36,52629.0,5,4,4,13
633861,1,Frequent Redeemers,0.0,37,54506.0,5,3,3,11
633910,2,High Value Loyalists,1.0,13,14911.0,5,5,5,15
633938,1,Frequent Redeemers,0.0,41,55922.0,5,3,3,11
633992,3,Dormant Members,1.0,23,34818.0,5,2,2,9
633999,3,Dormant Members,1.0,22,25670.0,5,2,2,9
634181,1,Frequent Redeemers,0.0,40,46607.0,5,3,4,12
634185,1,Frequent Redeemers,0.0,31,43837.0,5,4,4,13
634269,0,At Risk Premium,12.0,16,22644.0,4,2,2,8
634328,2,High Value Loyalists,0.0,0,0.0,5,5,5,15
634386,4,Seasonal Travelers,2.0,44,68652.0,4,1,1,6
634392,3,Dormant Members,0.0,20,22466.0,5,2,2,9
634418,4,Seasonal Travelers,0.0,53,72762.0,5,1,1,7
634423,4,Seasonal Travelers,0.0,42,63952.0,5,3,3,11
634503,4,Seasonal Travelers,0.0,47,66981.0,5,1,1,7
634615,4,Seasonal Travelers,1.0,45,72363.0,5,1,1,7
634727,1,Frequent Redeemers,4.0,34,46495.0,4,4,4,12
634807,1,Frequent Redeemers,0.0,40,61046.0,5,3,3,11
634850,4,Seasonal Travelers,1.0,46,76737.0,5,1,1,7
634900,4,Seasonal Travelers,1.0,50,77445.0,5,1,1,7
634916,3,Dormant Members,0.0,27,41167.0,5,2,2,9
635026,2,High Value Loyalists,0.0,0,0.0,5,5,5,15
635084,1,Frequent Redeemers,0.0,40,57851.0,5,3,3,11
635162,0,At Risk Premium,10.0,21,35662.0,4,2,2,8
635225,1,Frequent Redeemers,0.0,41,58466.0,5,3,3,11
635249,1,Frequent Redeemers,0.0,33,47318.0,5,4,4,13
635302,4,Seasonal Travelers,0.0,37,73512.0,5,3,1,9
635334,3,Dormant Members,2.0,27,40616.0,4,2,2,8
635398,2,High Value Loyalists,0.0,0,0.0,5,5,5,15
635509,3,Dormant Members,1.0,21,30303.0,5,2,2,9
635517,2,High Value Loyalists,2.0,11,14916.0,4,5,5,14
635531,4,Seasonal Travelers,0.0,38,68918.0,5,3,1,9
635616,4,Seasonal Travelers,0.0,50,88530.0,5,1,1,7
635715,1,Frequent Redeemers,0.0,35,51330.0,5,4,4,13
635719,4,Seasonal Travelers,0.0,43,72944.0,5,3,1,9
635805,0,At Risk Premium,11.0,23,36536.0,4,2,2,8
635907,3,Dormant Members,0.0,15,19077.0,5,2,5,12
636000,1,Frequent Redeemers,0.0,32,48829.0,5,4,4,13
636012,1,Frequent Redeemers,0.0,32,49937.0,5,4,4,13
636017,3,Dormant Members,2.0,20,22789.0,4,2,2,8
636045,1,Frequent Redeemers,0.0,33,51148.0,5,4,4,13
636177,3,Dormant Members,0.0,29,41186.0,5,2,2,9
636206,2,High Value Loyalists,0.0,0,0.0,5,5,5,15
636213,3,Dormant Members,0.0,29,35994.0,5,2,2,9
636293,1,Frequent Redeemers,0.0,40,60861.0,5,3,3,11
636413,4,Seasonal Travelers,0.0,47,68571.0,5,1,1,7
636505,3,Dormant Members,1.0,28,45297.0,5,2,4,11
636533,2,High Value Loyalists,0.0,3,4585.0,5,5,5,15
636673,1,Frequent Redeemers,0.0,27,47536.0,5,2,4,11
636745,2,High Value Loyalists,0.0,0,0.0,5,5,5,15
636749,4,Seasonal Travelers,0.0,41,72582.0,5,3,1,9
636753,1,Frequent Redeemers,0.0,35,55124.0,5,4,3,12
636813,3,Dormant Members,0.0,26,40718.0,5,2,2,9
636965,4,Seasonal Travelers,0.0,40,68080.0,5,3,1,9
637100,2,High Value Loyalists,0.0,0,0.0,5,5,5,15
637151,3,Dormant Members,3.0,22,36268.0,4,2,2,8
637235,2,High Value Loyalists,0.0,0,0.0,5,5,5,15
637249,1,Frequent Redeemers,0.0,35,55356.0,5,4,3,12
637396,1,Frequent Redeemers,0.0,36,65817.0,5,4,1,10
637453,2,High Value Loyalists,0.0,0,0.0,5,5,5,15
637532,4,Seasonal Travelers,1.0,47,67402.0,5,1,1,7
637580,4,Seasonal Travelers,0.0,42,63829.0,5,3,3,11
637641,4,Seasonal Travelers,1.0,61,85801.0,5,1,1,7
637655,1,Frequent Redeemers,0.0,36,47385.0,5,4,4,13
637687,1,Frequent Redeemers,0.0,33,54992.0,5,4,3,12
637721,4,Seasonal Travelers,0.0,42,71216.0,5,3,1,9
637760,1,Frequent Redeemers,3.0,40,54798.0,4,3,3,10
637765,3,Dormant Members,0.0,27,45348.0,5,2,4,11
637927,2,High Value Loyalists,1.0,7,11102.0,5,5,5,15
637986,4,Seasonal Travelers,0.0,43,63417.0,5,3,3,11
638004,3,Dormant Members,1.0,21,35463.0,5,2,2,9
638085,2,High Value Loyalists,0.0,0,0.0,5,5,5,15
638152,1,Frequent Redeemers,2.0,34,53713.0,4,4,4,12
638162,1,Frequent Redeemers,0.0,38,60475.0,5,3,3,11
638207,1,Frequent Redeemers,1.0,30,54558.0,5,4,3,12
638237,3,Dormant Members,0.0,22,28183.0,5,2,2,9
638253,4,Seasonal Travelers,1.0,49,76605.0,5,1,1,7
638264,2,High Value Loyalists,1.0,10,16607.0,5,5,5,15
638368,1,Frequent Redeemers,1.0,37,60912.0,5,3,3,11
638389,1,Frequent Redeemers,0.0,33,45593.0,5,4,4,13
638466,0,At Risk Premium,22.0,4,9472.0,4,5,5,14
638469,4,Seasonal Travelers,0.0,49,80658.0,5,1,1,7
638495,1,Frequent Redeemers,5.0,32,48883.0,4,4,4,12
638506,4,Seasonal Travelers,1.0,48,79395.0,5,1,1,7
638528,2,High Value Loyalists,0.0,0,0.0,5,5,5,15
638602,1,Frequent Redeemers,0.0,39,53677.0,5,3,4,12
638618,1,Frequent Redeemers,0.0,35,51470.0,5,4,4,13
638685,1,Frequent Redeemers,3.0,39,59144.0,4,3,3,10
638732,1,Frequent Redeemers,1.0,44,52279.0,5,1,4,10
638733,4,Seasonal Travelers,0.0,40,72110.0,5,3,1,9
638740,2,High Value Loyalists,0.0,0,0.0,5,5,5,15
638754,0,At Risk Premium,21.0,1,2262.0,4,5,5,14
638804,3,Dormant Members,1.0,29,36326.0,5,2,2,9
639116,0,At Risk Premium,19.0,8,14574.0,4,5,5,14
639117,1,Frequent Redeemers,0.0,35,46792.0,5,4,4,13
639145,1,Frequent Redeemers,4.0,35,54516.0,4,4,3,11
639258,3,Dormant Members,8.0,14,14348.0,4,2,5,11
639346,2,High Value Loyalists,0.0,0,0.0,5,5,5,15
639383,2,High Value Loyalists,0.0,5,9464.0,5,5,5,15
639419,3,Dormant Members,0.0,27,42489.0,5,2,2,9
639466,2,High Value Loyalists,0.0,13,16355.0,5,5,5,15
639510,4,Seasonal Travelers,2.0,48,57417.0,4,1,3,8
639584,2,High Value Loyalists,0.0,0,0.0,5,5,5,15
639613,4,Seasonal Travelers,0.0,48,71805.0,5,1,1,7
639626,2,High Value Loyalists,0.0,12,18213.0,5,5,5,15
639701,4,Seasonal Travelers,0.0,45,66420.0,5,1,1,7
639705,4,Seasonal Travelers,1.0,44,60783.0,5,1,3,9
639807,1,Frequent Redeemers,2.0,42,59387.0,4,3,3,10
640009,2,High Value Loyalists,0.0,14,19173.0,5,2,5,12
640082,1,Frequent Redeemers,0.0,33,50481.0,5,4,4,13
640110,1,Frequent Redeemers,1.0,39,64875.0,5,3,1,9
640116,3,Dormant Members,0.0,24,35464.0,5,2,2,9
640163,2,High Value Loyalists,0.0,3,3947.0,5,5,5,15
640238,1,Frequent Redeemers,0.0,29,43095.0,5,2,4,11
640244,1,Frequent Redeemers,2.0,34,57899.0,4,4,3,11
640285,3,Dormant Members,3.0,30,46853.0,4,4,4,12
640418,1,Frequent Redeemers,1.0,39,50964.0,5,3,4,12
640555,1,Frequent Redeemers,0.0,33,58837.0,5,4,3,12
640588,3,Dormant Members,0.0,25,36215.0,5,2,2,9
640614,4,Seasonal Travelers,0.0,48,53498.0,5,1,4,10
640831,1,Frequent Redeemers,0.0,40,63281.0,5,3,3,11
640833,4,Seasonal Travelers,0.0,43,67187.0,5,3,1,9
640920,0,At Risk Premium,22.0,2,2010.0,4,5,5,14
641039,3,Dormant Members,1.0,19,29279.0,5,2,2,9
641050,4,Seasonal Travelers,0.0,44,72427.0,5,1,1,7
641103,1,Frequent Redeemers,2.0,41,56541.0,4,3,3,10
641121,2,High Value Loyalists,0.0,0,0.0,5,5,5,15
641123,4,Seasonal Travelers,0.0,53,83836.0,5,1,1,7
641159,1,Frequent Redeemers,1.0,34,38716.0,5,4,2,11
641160,1,Frequent Redeemers,1.0,34,58595.0,5,4,3,12
641162,2,High Value Loyalists,0.0,9,12820.0,5,5,5,15
641164,1,Frequent Redeemers,0.0,38,53604.0,5,3,4,12
641189,1,Frequent Redeemers,0.0,31,48407.0,5,4,4,13
641327,1,Frequent Redeemers,1.0,41,59448.0,5,3,3,11
641384,3,Dormant Members,6.0,20,35295.0,4,2,2,8
641448,1,Frequent Redeemers,2.0,39,49132.0,4,3,4,11
641586,1,Frequent Redeemers,2.0,39,58412.0,4,3,3,10
641612,4,Seasonal Travelers,0.0,49,73257.0,5,1,1,7
641642,3,Dormant Members,0.0,19,19515.0,5,2,5,12
641704,3,Dormant Members,0.0,28,39056.0,5,2,2,9
641734,4,Seasonal Travelers,0.0,53,78085.0,5,1,1,7
641827,2,High Value Loyalists,0.0,0,0.0,5,5,5,15
641869,1,Frequent Redeemers,1.0,43,54519.0,5,3,3,11
641879,1,Frequent Redeemers,1.0,31,43127.0,5,4,4,13
641884,1,Frequent Redeemers,0.0,42,58559.0,5,3,3,11
641903,2,High Value Loyalists,0.0,0,0.0,5,5,5,15
641970,4,Seasonal Travelers,0.0,42,67076.0,5,3,1,9
641997,4,Seasonal Travelers,0.0,44,77286.0,5,1,1,7
642000,4,Seasonal Travelers,0.0,48,73122.0,5,1,1,7
642002,1,Frequent Redeemers,0.0,38,58287.0,5,3,3,11
642020,4,Seasonal Travelers,0.0,53,79720.0,5,1,1,7
642031,2,High Value Loyalists,0.0,4,8760.0,5,5,5,15
642043,1,Frequent Redeemers,0.0,33,40615.0,5,4,2,11
642099,1,Frequent Redeemers,1.0,39,59265.0,5,3,3,11
642102,4,Seasonal Travelers,0.0,52,72214.0,5,1,1,7
642109,4,Seasonal Travelers,1.0,46,60699.0,5,1,3,9
642247,2,High Value Loyalists,0.0,0,0.0,5,5,5,15
642313,3,Dormant Members,6.0,33,47139.0,4,4,4,12
642323,3,Dormant Members,1.0,14,25959.0,5,2,2,9
642401,0,At Risk Premium,10.0,17,22486.0,4,2,2,8
642409,2,High Value Loyalists,1.0,3,1752.0,5,5,5,15
642449,3,Dormant Members,0.0,24,37067.0,5,2,2,9
